question,symbol,target_price,direction,price_at_entry,vol,prob_predicted,actual_outcome,brier,volume,end_date,entry_days_before,already_hit
"Will the price of Ethereum be above $4,200 on November 6?",ETH,4200.0,above,3804.02,0.6997,0.1917,0.0,0.0367,45329.72,2025-11-06,7,False
"Will the price of Ethereum be above $4,300 on November 6?",ETH,4300.0,above,3804.02,0.6997,0.1521,0.0,0.0231,217852.41,2025-11-06,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on December 6",BTC,84000.0,below,90828.06,0.5081,0.2679,0.0,0.0718,43844.69,2025-12-06,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on December 6",BTC,86000.0,below,90828.06,0.5081,0.3505,0.0,0.1228,152228.36,2025-12-06,7,False
"Will the price of Bitcoin be between $88,000 and $90,000 on December 6",BTC,88000.0,above,90828.06,0.5081,0.5526,1.0,0.2001,347601.34,2025-12-06,7,True
"Will the price of Bitcoin be between $90,000 and $92,000 on December 6",BTC,90000.0,above,90828.06,0.5081,0.4448,0.0,0.1979,318984.98,2025-12-06,7,True
"Will the price of Bitcoin be between $92,000 and $94,000 on December 6",BTC,92000.0,above,90828.06,0.5081,0.3522,0.0,0.1241,80942.09,2025-12-06,7,False
"Will the price of Bitcoin be less than $82,000 on December 6?",BTC,82000.0,below,90828.06,0.5081,0.1986,0.0,0.0394,47910.17,2025-12-06,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on December 6",BTC,82000.0,below,90828.06,0.5081,0.1986,0.0,0.0394,42314.23,2025-12-06,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on December 6",BTC,94000.0,above,90828.06,0.5081,0.2759,0.0,0.0761,51536.94,2025-12-06,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on December 6",BTC,96000.0,above,90828.06,0.5081,0.2132,0.0,0.0455,61896.68,2025-12-06,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on December ",BTC,98000.0,above,90828.06,0.5081,0.1624,0.0,0.0264,22815.65,2025-12-06,7,False
"Will the price of Bitcoin be greater than $100,000 on December 6?",BTC,100000.0,above,90828.06,0.5081,0.1218,0.0,0.0148,38752.79,2025-12-06,7,False
Solana above $225 on December 20?,SOL,225.0,above,224.82,0.8728,0.4765,0.0,0.227,1204611.0,2024-12-20,7,False
"Will the price of Bitcoin be above $104,000 on October 7?",BTC,104000.0,above,114067.71,0.3069,0.9351,1.0,0.0042,22331.55,2025-10-07,7,True
"Will the price of Bitcoin be above $106,000 on October 7?",BTC,106000.0,above,114067.71,0.3069,0.892,1.0,0.0117,26525.98,2025-10-07,7,True
"Will the price of Bitcoin be above $108,000 on October 7?",BTC,108000.0,above,114067.71,0.3069,0.8315,1.0,0.0284,619439.09,2025-10-07,7,True
"Will the price of Bitcoin be above $110,000 on October 7?",BTC,110000.0,above,114067.71,0.3069,0.751,1.0,0.062,5236.4,2025-10-07,7,True
"Will the price of Bitcoin be above $112,000 on October 7?",BTC,112000.0,above,114067.71,0.3069,0.6487,1.0,0.1234,5808.83,2025-10-07,7,True
"Will the price of Bitcoin be above $114,000 on October 7?",BTC,114000.0,above,114067.71,0.3069,0.5218,1.0,0.2287,8012.4,2025-10-07,7,True
"Will the price of Bitcoin be above $116,000 on October 7?",BTC,116000.0,above,114067.71,0.3069,0.3888,1.0,0.3736,22968.78,2025-10-07,7,False
"Will the price of Bitcoin be above $118,000 on October 7?",BTC,118000.0,above,114067.71,0.3069,0.2835,1.0,0.5133,29250.78,2025-10-07,7,False
"Will the price of Bitcoin be above $120,000 on October 7?",BTC,120000.0,above,114067.71,0.3069,0.2014,1.0,0.6377,98704.22,2025-10-07,7,False
"Will the price of Bitcoin be above $122,000 on October 7?",BTC,122000.0,above,114067.71,0.3069,0.1388,0.0,0.0193,156753.47,2025-10-07,7,False
"Will the price of Bitcoin be above $124,000 on October 7?",BTC,124000.0,above,114067.71,0.3069,0.0926,0.0,0.0086,208498.96,2025-10-07,7,False
"Will the price of Bitcoin be less than $92,000 on November 15?",BTC,92000.0,below,102285.57,0.4547,0.1609,0.0,0.0259,49878.81,2025-11-15,7,False
"Will the price of Bitcoin be between $92,000 and $94,000 on November 1",BTC,92000.0,below,102285.57,0.4547,0.1609,0.0,0.0259,78866.34,2025-11-15,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on November 1",BTC,94000.0,below,102285.57,0.4547,0.2208,0.0,0.0487,123744.13,2025-11-15,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on November 1",BTC,96000.0,below,102285.57,0.4547,0.2933,1.0,0.4995,436233.26,2025-11-15,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on November ",BTC,98000.0,above,102285.57,0.4547,0.6209,0.0,0.3855,141249.13,2025-11-15,7,True
"Will the price of Bitcoin be between $100,000 and $102,000 on November",BTC,100000.0,above,102285.57,0.4547,0.5204,0.0,0.2708,75078.06,2025-11-15,7,True
"Will the price of Bitcoin be between $102,000 and $104,000 on November",BTC,102000.0,above,102285.57,0.4547,0.4159,0.0,0.173,103036.18,2025-11-15,7,True
"Will the price of Bitcoin be between $104,000 and $106,000 on November",BTC,104000.0,above,102285.57,0.4547,0.3289,0.0,0.1081,56538.6,2025-11-15,7,False
"Will the price of Bitcoin be between $106,000 and $108,000 on November",BTC,106000.0,above,102285.57,0.4547,0.2569,0.0,0.066,39957.1,2025-11-15,7,False
"Will the price of Bitcoin be between $108,000 and $110,000 on November",BTC,108000.0,above,102285.57,0.4547,0.1979,0.0,0.0391,23505.33,2025-11-15,7,False
"Will the price of Bitcoin be greater than $110,000 on November 15?",BTC,110000.0,above,102285.57,0.4547,0.15,0.0,0.0225,74543.72,2025-11-15,7,False
"Will Ethereum reach $3,900 January 19-25?",ETH,3900.0,above,3187.51,0.6394,0.0537,0.0,0.0029,53600.2,2026-01-26,7,False
"Will Ethereum reach $3,800 January 19-25?",ETH,3800.0,above,3187.51,0.6394,0.0764,0.0,0.0058,15980.57,2026-01-26,7,False
"Will Ethereum reach $3,700 January 19-25?",ETH,3700.0,above,3187.51,0.6394,0.107,0.0,0.0114,30527.33,2026-01-26,7,False
"Will Ethereum reach $3,600 January 19-25?",ETH,3600.0,above,3187.51,0.6394,0.1472,0.0,0.0217,40142.32,2026-01-26,7,False
"Will Ethereum reach $3,500 January 19-25?",ETH,3500.0,above,3187.51,0.6394,0.1992,0.0,0.0397,96216.27,2026-01-26,7,False
"Will Ethereum reach $3,400 January 19-25?",ETH,3400.0,above,3187.51,0.6394,0.2653,0.0,0.0704,93151.34,2026-01-26,7,False
"Will Ethereum reach $3,300 January 19-25?",ETH,3300.0,above,3187.51,0.6394,0.3481,0.0,0.1212,162775.36,2026-01-26,7,False
"Will Ethereum dip to $3,100 January 19-25?",ETH,3100.0,below,3187.51,0.6394,0.4286,1.0,0.3265,24790.63,2026-01-26,7,False
"Will Ethereum dip to $3,000 January 19-25?",ETH,3000.0,below,3187.51,0.6394,0.3235,1.0,0.4577,34681.93,2026-01-26,7,False
"Will Ethereum dip to $2,900 January 19-25?",ETH,2900.0,below,3187.51,0.6394,0.2355,1.0,0.5844,59296.0,2026-01-26,7,False
"Will Ethereum dip to $2,800 January 19-25?",ETH,2800.0,below,3187.51,0.6394,0.1639,1.0,0.699,220034.11,2026-01-26,7,False
"Will Ethereum dip to $2,700 January 19-25?",ETH,2700.0,below,3187.51,0.6394,0.108,0.0,0.0117,168478.8,2026-01-26,7,False
"Will Ethereum dip to $2,600 January 19-25?",ETH,2600.0,below,3187.51,0.6394,0.0666,0.0,0.0044,103049.46,2026-01-26,7,False
"Will Ethereum dip to $2,500 January 19-25?",ETH,2500.0,below,3187.51,0.6394,0.0381,0.0,0.0015,98620.5,2026-01-26,7,False
Solana above $190 on December 27?,SOL,190.0,above,194.43,0.9116,0.487,0.0,0.2372,1197122.89,2024-12-27,7,True
Will the price of Solana be less than $170 on October 6?,SOL,170.0,below,212.85,0.7013,0.0609,0.0,0.0037,1069572.45,2025-10-06,7,False
Will the price of Solana be between $170 and $180 on October 6?,SOL,170.0,below,212.85,0.7013,0.0609,0.0,0.0037,180.92,2025-10-06,7,False
Will the price of Solana be between $180 and $190 on October 6?,SOL,180.0,below,212.85,0.7013,0.1185,0.0,0.014,1382.96,2025-10-06,7,False
Will the price of Solana be between $190 and $200 on October 6?,SOL,190.0,below,212.85,0.7013,0.2039,0.0,0.0416,26852.82,2025-10-06,7,False
Will the price of Solana be between $200 and $210 on October 6?,SOL,200.0,below,212.85,0.7013,0.3191,0.0,0.1019,17354.47,2025-10-06,7,False
Will the price of Solana be between $210 and $220 on October 6?,SOL,210.0,above,212.85,0.7013,0.5342,0.0,0.2853,9208.5,2025-10-06,7,True
Will the price of Solana be between $220 and $230 on October 6?,SOL,220.0,above,212.85,0.7013,0.3792,0.0,0.1438,21343.48,2025-10-06,7,False
Will the price of Solana be between $230 and $240 on October 6?,SOL,230.0,above,212.85,0.7013,0.2634,1.0,0.5426,29082.53,2025-10-06,7,False
Will the price of Solana be between $240 and $250 on October 6?,SOL,240.0,above,212.85,0.7013,0.1784,0.0,0.0318,21635.64,2025-10-06,7,False
Will the price of Solana be between $250 and $260 on October 6?,SOL,250.0,above,212.85,0.7013,0.1174,0.0,0.0138,45.08,2025-10-06,7,False
Will the price of Solana be greater than $260 on October 6?,SOL,260.0,above,212.85,0.7013,0.0751,0.0,0.0056,313.33,2025-10-06,7,False
Solana above $180 on July 25?,SOL,180.0,above,177.34,0.6881,0.4593,0.0,0.211,1195615.38,2025-07-25,7,False
Will the price of Ethereum be between $2400 and $2500 on June 10?,ETH,2400.0,below,2595.03,0.766,0.2876,0.0,0.0827,106702.2,2025-06-10,7,False
Will the price of Ethereum be between $2500 and $2600 on June 10?,ETH,2500.0,above,2595.03,0.766,0.6112,0.0,0.3735,200249.83,2025-06-10,7,True
Will the price of Ethereum be between $2600 and $2700 on June 10?,ETH,2600.0,above,2595.03,0.766,0.4917,0.0,0.2418,287559.62,2025-06-10,7,False
Will the price of Ethereum be less than $2400 on June 10?,ETH,2400.0,below,2595.03,0.766,0.2876,0.0,0.0827,99411.85,2025-06-10,7,False
Will the price of Ethereum be greater than $2700 on June 10?,ETH,2700.0,above,2595.03,0.766,0.3792,1.0,0.3854,501073.39,2025-06-10,7,False
"Will the price of Ethereum be above $1,500 on February 24?",ETH,1500.0,above,1990.83,0.8355,0.9287,1.0,0.0051,107637.37,2026-02-24,7,True
"Will the price of Ethereum be above $1,600 on February 24?",ETH,1600.0,above,1990.83,0.8355,0.8684,1.0,0.0173,221082.46,2026-02-24,7,True
"Will the price of Ethereum be above $1,700 on February 24?",ETH,1700.0,above,1990.83,0.8355,0.7831,1.0,0.0471,69059.87,2026-02-24,7,True
"Will the price of Ethereum be above $1,900 on February 24?",ETH,1900.0,above,1990.83,0.8355,0.5344,0.0,0.2855,150235.53,2026-02-24,7,True
"Will the price of Ethereum be above $2,000 on February 24?",ETH,2000.0,above,1990.83,0.8355,0.3897,0.0,0.1519,122731.48,2026-02-24,7,False
"Will the price of Ethereum be above $2,100 on February 24?",ETH,2100.0,above,1990.83,0.8355,0.2797,0.0,0.0782,194773.02,2026-02-24,7,False
"Will the price of Ethereum be above $2,400 on February 24?",ETH,2400.0,above,1990.83,0.8355,0.0922,0.0,0.0085,23389.06,2026-02-24,7,False
"Will the price of Ethereum be above $1,800 on February 24?",ETH,1800.0,above,1990.83,0.8355,0.672,1.0,0.1076,138733.89,2026-02-24,7,True
"Will the price of Ethereum be above $2,200 on February 24?",ETH,2200.0,above,1990.83,0.8355,0.1972,0.0,0.0389,64068.42,2026-02-24,7,False
"Will the price of Ethereum be above $2,300 on February 24?",ETH,2300.0,above,1990.83,0.8355,0.1363,0.0,0.0186,77483.05,2026-02-24,7,False
"Will the price of Ethereum be above $2,500 on February 24?",ETH,2500.0,above,1990.83,0.8355,0.0612,0.0,0.0037,23279.28,2026-02-24,7,False
"Will the price of Bitcoin be less than $80,000 on December 18?",BTC,80000.0,below,92542.0,0.5337,0.1136,0.0,0.0129,99225.37,2025-12-18,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on December 1",BTC,82000.0,below,92542.0,0.5337,0.1594,0.0,0.0254,51504.13,2025-12-18,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on December 1",BTC,84000.0,below,92542.0,0.5337,0.2159,0.0,0.0466,81977.72,2025-12-18,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on December 1",BTC,86000.0,below,92542.0,0.5337,0.2835,1.0,0.5134,300074.82,2025-12-18,7,False
"Will the price of Bitcoin be between $88,000 and $90,000 on December 1",BTC,88000.0,below,92542.0,0.5337,0.3628,0.0,0.1316,182243.26,2025-12-18,7,False
"Will the price of Bitcoin be between $92,000 and $94,000 on December 1",BTC,92000.0,above,92542.0,0.5337,0.4447,0.0,0.1978,52330.91,2025-12-18,7,True
"Will the price of Bitcoin be between $94,000 and $96,000 on December 1",BTC,94000.0,above,92542.0,0.5337,0.358,0.0,0.1282,214452.44,2025-12-18,7,False
"Will the price of Bitcoin be between $80,000 and $82,000 on December 1",BTC,80000.0,below,92542.0,0.5337,0.1136,0.0,0.0129,37482.93,2025-12-18,7,False
"Will the price of Bitcoin be between $90,000 and $92,000 on December 1",BTC,90000.0,above,92542.0,0.5337,0.5454,0.0,0.2974,88109.19,2025-12-18,7,True
"Will the price of Bitcoin be between $96,000 and $98,000 on December 1",BTC,96000.0,above,92542.0,0.5337,0.2855,0.0,0.0815,33508.71,2025-12-18,7,False
"Will the price of Bitcoin be greater than $98,000 on December 18?",BTC,98000.0,above,92542.0,0.5337,0.2253,0.0,0.0507,48803.33,2025-12-18,7,False
Ethereum above $4000 on August 15?,ETH,4000.0,above,4011.0,0.6567,0.5404,1.0,0.2113,133559.36,2025-08-15,7,True
Ethereum above $4200 on August 15?,ETH,4200.0,above,4011.0,0.6567,0.3682,1.0,0.3992,104800.02,2025-08-15,7,False
Ethereum above $4400 on August 15?,ETH,4400.0,above,4011.0,0.6567,0.2434,1.0,0.5724,464182.27,2025-08-15,7,False
Ethereum above $4800 on August 15?,ETH,4800.0,above,4011.0,0.6567,0.0956,0.0,0.0091,113668.52,2025-08-15,7,False
Ethereum above $4600 on August 15?,ETH,4600.0,above,4011.0,0.6567,0.1555,0.0,0.0242,354972.12,2025-08-15,7,False
"Will the price of Ethereum be above $2,900 on December 17?",ETH,2900.0,above,3325.02,0.7761,0.7798,0.0,0.6081,223717.45,2025-12-17,7,True
"Will the price of Ethereum be above $3,000 on December 17?",ETH,3000.0,above,3325.02,0.7761,0.7119,0.0,0.5069,116359.11,2025-12-17,7,True
"Will the price of Ethereum be above $3,100 on December 17?",ETH,3100.0,above,3325.02,0.7761,0.6334,0.0,0.4012,315593.41,2025-12-17,7,True
"Will the price of Ethereum be above $3,200 on December 17?",ETH,3200.0,above,3325.02,0.7761,0.5438,0.0,0.2957,116904.07,2025-12-17,7,True
"Will the price of Ethereum be above $3,300 on December 17?",ETH,3300.0,above,3325.02,0.7761,0.4467,0.0,0.1996,117815.2,2025-12-17,7,True
"Will the price of Ethereum be above $3,400 on December 17?",ETH,3400.0,above,3325.02,0.7761,0.3634,0.0,0.132,68271.0,2025-12-17,7,False
"Will the price of Ethereum be above $3,500 on December 17?",ETH,3500.0,above,3325.02,0.7761,0.2937,0.0,0.0863,36168.33,2025-12-17,7,False
"Will the price of Ethereum be above $3,600 on December 17?",ETH,3600.0,above,3325.02,0.7761,0.2356,0.0,0.0555,56017.59,2025-12-17,7,False
"Will the price of Ethereum be above $3,700 on December 17?",ETH,3700.0,above,3325.02,0.7761,0.1874,0.0,0.0351,67875.79,2025-12-17,7,False
"Will the price of Ethereum be above $3,800 on December 17?",ETH,3800.0,above,3325.02,0.7761,0.1478,0.0,0.0218,19739.56,2025-12-17,7,False
"Will the price of Ethereum be above $3,900 on December 17?",ETH,3900.0,above,3325.02,0.7761,0.1154,0.0,0.0133,47630.66,2025-12-17,7,False
Solana above $240 on December 13?,SOL,240.0,above,237.21,0.8985,0.466,0.0,0.2171,1183168.06,2024-12-13,7,False
"Will the price of Ethereum be above $2,700 on February 7?",ETH,2700.0,above,2449.36,0.6591,0.1602,0.0,0.0257,51071.47,2026-02-07,7,False
"Will the price of Ethereum be above $2,900 on February 7?",ETH,2900.0,above,2449.36,0.6591,0.069,0.0,0.0048,79776.77,2026-02-07,7,False
"Will the price of Ethereum be above $3,000 on February 7?",ETH,3000.0,above,2449.36,0.6591,0.0435,0.0,0.0019,45646.21,2026-02-07,7,False
"Will the price of Ethereum be above $2,000 on February 7?",ETH,2000.0,above,2449.36,0.6591,0.9058,1.0,0.0089,231300.39,2026-02-07,7,True
"Will the price of Ethereum be above $2,600 on February 7?",ETH,2600.0,above,2449.36,0.6591,0.2342,0.0,0.0548,50126.91,2026-02-07,7,False
"Will the price of Ethereum be above $2,100 on February 7?",ETH,2100.0,above,2449.36,0.6591,0.8363,0.0,0.6994,226056.88,2026-02-07,7,True
"Will the price of Ethereum be above $2,200 on February 7?",ETH,2200.0,above,2449.36,0.6591,0.7407,0.0,0.5487,125897.15,2026-02-07,7,True
"Will the price of Ethereum be above $2,300 on February 7?",ETH,2300.0,above,2449.36,0.6591,0.6177,0.0,0.3816,137228.48,2026-02-07,7,True
"Will the price of Ethereum be above $2,400 on February 7?",ETH,2400.0,above,2449.36,0.6591,0.4665,0.0,0.2176,114177.72,2026-02-07,7,True
"Will the price of Ethereum be above $2,500 on February 7?",ETH,2500.0,above,2449.36,0.6591,0.3339,0.0,0.1115,89565.54,2026-02-07,7,False
"Will the price of Ethereum be above $2,800 on February 7?",ETH,2800.0,above,2449.36,0.6591,0.1066,0.0,0.0114,30614.27,2026-02-07,7,False
"Will the price of Bitcoin be less than $58,000 on February 23?",BTC,58000.0,below,68858.13,0.6137,0.1143,0.0,0.0131,186339.08,2026-02-23,7,False
"Will the price of Bitcoin be between $58,000 and $60,000 on February 2",BTC,58000.0,below,68858.13,0.6137,0.1143,0.0,0.0131,34954.55,2026-02-23,7,False
"Will the price of Bitcoin be between $60,000 and $62,000 on February 2",BTC,60000.0,below,68858.13,0.6137,0.1706,0.0,0.0291,38095.89,2026-02-23,7,False
"Will the price of Bitcoin be between $62,000 and $64,000 on February 2",BTC,62000.0,below,68858.13,0.6137,0.242,0.0,0.0586,108037.34,2026-02-23,7,False
"Will the price of Bitcoin be between $64,000 and $66,000 on February 2",BTC,64000.0,below,68858.13,0.6137,0.3291,1.0,0.45,146012.06,2026-02-23,7,False
"Will the price of Bitcoin be between $66,000 and $68,000 on February 2",BTC,66000.0,above,68858.13,0.6137,0.5671,0.0,0.3216,133896.88,2026-02-23,7,True
"Will the price of Bitcoin be between $68,000 and $70,000 on February 2",BTC,68000.0,above,68858.13,0.6137,0.4491,0.0,0.2017,68985.79,2026-02-23,7,True
"Will the price of Bitcoin be between $70,000 and $72,000 on February 2",BTC,70000.0,above,68858.13,0.6137,0.348,0.0,0.1211,201985.24,2026-02-23,7,False
"Will the price of Bitcoin be between $72,000 and $74,000 on February 2",BTC,72000.0,above,68858.13,0.6137,0.2665,0.0,0.071,122127.93,2026-02-23,7,False
"Will the price of Bitcoin be between $74,000 and $76,000 on February 2",BTC,74000.0,above,68858.13,0.6137,0.2012,0.0,0.0405,64946.81,2026-02-23,7,False
"Will the price of Bitcoin be greater than $76,000 on February 23?",BTC,76000.0,above,68858.13,0.6137,0.1494,0.0,0.0223,73896.72,2026-02-23,7,False
"Will the price of Ethereum be above $2,500 on January 6?",ETH,2500.0,above,2970.42,0.7012,0.8735,1.0,0.016,40558.46,2026-01-06,7,True
"Will the price of Ethereum be above $2,600 on January 6?",ETH,2600.0,above,2970.42,0.7012,0.8122,1.0,0.0353,54659.18,2026-01-06,7,True
"Will the price of Ethereum be above $2,700 on January 6?",ETH,2700.0,above,2970.42,0.7012,0.7353,1.0,0.07,73612.71,2026-01-06,7,True
"Will the price of Ethereum be above $2,800 on January 6?",ETH,2800.0,above,2970.42,0.7012,0.6425,1.0,0.1278,77661.43,2026-01-06,7,True
"Will the price of Ethereum be above $2,900 on January 6?",ETH,2900.0,above,2970.42,0.7012,0.5328,1.0,0.2183,132607.65,2026-01-06,7,True
"Will the price of Ethereum be above $3,000 on January 6?",ETH,3000.0,above,2970.42,0.7012,0.4165,1.0,0.3405,144428.04,2026-01-06,7,False
"Will the price of Ethereum be above $3,100 on January 6?",ETH,3100.0,above,2970.42,0.7012,0.3218,1.0,0.4599,73553.7,2026-01-06,7,False
"Will the price of Ethereum be above $3,200 on January 6?",ETH,3200.0,above,2970.42,0.7012,0.2458,1.0,0.5688,155209.08,2026-01-06,7,False
"Will the price of Ethereum be above $3,300 on January 6?",ETH,3300.0,above,2970.42,0.7012,0.1852,0.0,0.0343,166494.96,2026-01-06,7,False
"Will the price of Ethereum be above $3,400 on January 6?",ETH,3400.0,above,2970.42,0.7012,0.1374,0.0,0.0189,87779.56,2026-01-06,7,False
"Will the price of Ethereum be above $3,500 on January 6?",ETH,3500.0,above,2970.42,0.7012,0.1005,0.0,0.0101,171265.34,2026-01-06,7,False
"Will the price of Ethereum be above $1,600 on February 21?",ETH,1600.0,above,2085.4,0.8168,0.9195,1.0,0.0065,68556.18,2026-02-21,7,True
"Will the price of Ethereum be above $1,700 on February 21?",ETH,1700.0,above,2085.4,0.8168,0.8571,1.0,0.0204,37996.62,2026-02-21,7,True
"Will the price of Ethereum be above $1,800 on February 21?",ETH,1800.0,above,2085.4,0.8168,0.7707,1.0,0.0526,231859.26,2026-02-21,7,True
"Will the price of Ethereum be above $1,900 on February 21?",ETH,1900.0,above,2085.4,0.8168,0.6597,1.0,0.1158,108166.32,2026-02-21,7,True
"Will the price of Ethereum be above $2,000 on February 21?",ETH,2000.0,above,2085.4,0.8168,0.5232,0.0,0.2738,400493.65,2026-02-21,7,True
"Will the price of Ethereum be above $2,100 on February 21?",ETH,2100.0,above,2085.4,0.8168,0.3836,0.0,0.1471,82585.92,2026-02-21,7,False
"Will the price of Ethereum be above $2,200 on February 21?",ETH,2200.0,above,2085.4,0.8168,0.2773,0.0,0.0769,81957.52,2026-02-21,7,False
"Will the price of Ethereum be above $2,300 on February 21?",ETH,2300.0,above,2085.4,0.8168,0.1969,0.0,0.0388,88769.58,2026-02-21,7,False
"Will the price of Ethereum be above $2,400 on February 21?",ETH,2400.0,above,2085.4,0.8168,0.1372,0.0,0.0188,24689.5,2026-02-21,7,False
"Will the price of Ethereum be above $2,500 on February 21?",ETH,2500.0,above,2085.4,0.8168,0.0936,0.0,0.0088,17294.18,2026-02-21,7,False
"Will the price of Ethereum be above $2,600 on February 21?",ETH,2600.0,above,2085.4,0.8168,0.0626,0.0,0.0039,31240.8,2026-02-21,7,False
Ethereum above $4500 on August 20?,ETH,4500.0,above,4751.46,0.6458,0.7069,0.0,0.4997,352030.56,2025-08-20,7,True
Ethereum above $4700 on August 20?,ETH,4700.0,above,4751.46,0.6458,0.5736,0.0,0.329,112315.73,2025-08-20,7,True
Ethereum above $4900 on August 20?,ETH,4900.0,above,4751.46,0.6458,0.4194,0.0,0.1759,60529.31,2025-08-20,7,False
Ethereum above $4200 on August 20?,ETH,4200.0,above,4751.46,0.6458,0.8535,1.0,0.0215,503429.35,2025-08-20,7,True
Ethereum above $4000 on August 20?,ETH,4000.0,above,4751.46,0.6458,0.9181,1.0,0.0067,145255.03,2025-08-20,7,True
"Will the price of Ethereum be above $1,500 on February 19?",ETH,1500.0,above,1946.11,0.8126,0.9159,1.0,0.0071,141547.67,2026-02-19,7,True
"Will the price of Ethereum be above $1,700 on February 19?",ETH,1700.0,above,1946.11,0.8126,0.748,1.0,0.0635,68394.6,2026-02-19,7,True
"Will the price of Ethereum be above $1,400 on February 19?",ETH,1400.0,above,1946.11,0.8126,0.9604,1.0,0.0016,65405.17,2026-02-19,7,True
"Will the price of Ethereum be above $1,600 on February 19?",ETH,1600.0,above,1946.11,0.8126,0.8459,1.0,0.0237,59600.51,2026-02-19,7,True
"Will the price of Ethereum be above $1,900 on February 19?",ETH,1900.0,above,1946.11,0.8126,0.4659,1.0,0.2852,217203.34,2026-02-19,7,True
"Will the price of Ethereum be above $2,000 on February 19?",ETH,2000.0,above,1946.11,0.8126,0.3312,0.0,0.1097,173165.62,2026-02-19,7,False
"Will the price of Ethereum be above $2,100 on February 19?",ETH,2100.0,above,1946.11,0.8126,0.2313,0.0,0.0535,124422.2,2026-02-19,7,False
"Will the price of Ethereum be above $2,200 on February 19?",ETH,2200.0,above,1946.11,0.8126,0.158,0.0,0.025,104473.93,2026-02-19,7,False
"Will the price of Ethereum be above $2,300 on February 19?",ETH,2300.0,above,1946.11,0.8126,0.1054,0.0,0.0111,83485.44,2026-02-19,7,False
"Will the price of Ethereum be above $2,400 on February 19?",ETH,2400.0,above,1946.11,0.8126,0.0687,0.0,0.0047,70783.89,2026-02-19,7,False
"Will the price of Ethereum be above $1,800 on February 19?",ETH,1800.0,above,1946.11,0.8126,0.6213,1.0,0.1434,64583.77,2026-02-19,7,True
"Will the price of Bitcoin be less than $80,000 on February 4?",BTC,80000.0,below,89162.4,0.4407,0.1203,1.0,0.774,283406.53,2026-02-04,7,False
"Will the price of Bitcoin be between $80,000 and $82,000 on February 4",BTC,80000.0,below,89162.4,0.4407,0.1203,0.0,0.0145,95150.25,2026-02-04,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on February 4",BTC,82000.0,below,89162.4,0.4407,0.1795,0.0,0.0322,329080.32,2026-02-04,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on February 4",BTC,86000.0,above,89162.4,0.4407,0.651,0.0,0.4238,65656.64,2026-02-04,7,True
"Will the price of Bitcoin be between $88,000 and $90,000 on February 4",BTC,88000.0,above,89162.4,0.4407,0.5381,0.0,0.2895,47555.34,2026-02-04,7,True
"Will the price of Bitcoin be between $90,000 and $92,000 on February 4",BTC,90000.0,above,89162.4,0.4407,0.4155,0.0,0.1726,29884.11,2026-02-04,7,False
"Will the price of Bitcoin be between $92,000 and $94,000 on February 4",BTC,92000.0,above,89162.4,0.4407,0.3153,0.0,0.0994,98290.32,2026-02-04,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on February 4",BTC,94000.0,above,89162.4,0.4407,0.2352,0.0,0.0553,18306.26,2026-02-04,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on February 4",BTC,96000.0,above,89162.4,0.4407,0.1719,0.0,0.0296,17031.16,2026-02-04,7,False
"Will the price of Bitcoin be greater than $98,000 on February 4?",BTC,98000.0,above,89162.4,0.4407,0.1229,0.0,0.0151,38313.97,2026-02-04,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on February 4",BTC,84000.0,below,89162.4,0.4407,0.2554,0.0,0.0652,147814.36,2026-02-04,7,False
Solana above $190 on January 17?,SOL,190.0,above,187.63,0.8382,0.3957,1.0,0.3652,1169463.42,2025-01-17,7,False
Will the price of Ethereum be less than $3600 on August 4?,ETH,3600.0,below,3799.46,0.6745,0.3039,0.0,0.0924,472995.57,2025-08-04,7,False
Will the price of Ethereum be between $3600 and $3700 on August 4?,ETH,3600.0,below,3799.46,0.6745,0.3039,1.0,0.4845,290866.59,2025-08-04,7,False
Will the price of Ethereum be between $3700 and $3800 on August 4?,ETH,3700.0,above,3799.46,0.6745,0.618,0.0,0.382,149679.26,2025-08-04,7,True
Will the price of Ethereum be between $3800 and $3900 on August 4?,ETH,3800.0,above,3799.46,0.6745,0.529,0.0,0.2799,100888.62,2025-08-04,7,False
Will the price of Ethereum be greater than $3900 on August 4?,ETH,3900.0,above,3799.46,0.6745,0.4352,0.0,0.1894,154098.81,2025-08-04,7,False
